emp_total_female_45_64, total_male_15_64, employment_female, employment_female_25_44, emp_total_male_65up, employment_male_rate, employment_female_25_44_rate, employment_male_15_24, sa2_name16, employment_male, employment_female_45_64_rate, emp_total_person_15up, employment_male_65up, emp_total_female_15up, emp_total_female_25_44, emp_total_male_15up, employment_female_rate, employment_female_15_24_rate, emp_total_male_15_24, total_person_15_64, employment_male_45_64_rate, employment_male_25_44_rate, emp_total_male_25_44, employment_rate, employment_male_25_44, employment_female_65up, employment_female_45_64, employment_female_15_24, employment_male_45_64, total_female_15_64, employment_total, employment_female_65up_rate, emp_total_female_15_24, emp_total_female_65up, employment_male_65up_rate, sa2_code16, employment_male_15_24_rate, emp_total_male_45_64
2025,7131,4732,2735,624,79.3998,65.66627,654,"Wyndham Vale",5662,62.271606,15973,118,8218,4165,7755,63.127003,50.842266,1339,14627,76.79474,88.384895,3814,71.06037,3371,72,1261,664,1519,7496,10394,9.9723,1306,722,18.910257,"213051369",48.84242,1978
1218,3968,2599,1448,243,82.88811,67.09917,355,"Point Cook - East",3289,64.53202,8481,69,4270,2158,4211,64.157,50.666668,705,8019,83.51284,90.321014,2056,73.42561,1857,23,786,342,1008,4051,5888,10.502283,675,219,28.395061,"213051464",50.35461,1207
2625,6460,4182,1596,786,78.42105,64.61539,799,"Hoppers Crossing - North",5066,65.942856,14595,132,7349,2470,7246,64.141106,54.666668,1459,12980,79.70102,85.76657,2459,71.24808,2109,76,1731,779,2026,6520,9248,9.167672,1425,829,16.793894,"213051361",54.76354,2542
2220,5372,3910,1631,1192,77.680565,71.067535,615,"Shepparton - North",4173,69.86487,13576,229,7012,2295,6564,70.14711,56.27951,1140,10946,75.352776,82.0038,2106,73.84433,1727,132,1551,596,1602,5574,8083,9.179416,1059,1438,19.211409,"216031416",53.94737,2126
2123,7228,4982,2902,579,82.4156,69.12816,549,"Point Cook - North",5957,66.17993,16080,76,8273,4198,7807,65.96928,51.340374,1176,14780,83.70636,90.67574,3818,74.01218,3462,43,1405,632,1870,7552,10939,5.963939,1231,721,13.12608,"213051465",46.683674,2234
2349,6084,3548,1587,963,72.50164,58.15317,641,"Werribee - East",4411,56.70498,14561,125,7514,2729,7047,56.246037,45.447155,1283,12392,71.86207,79.28408,2626,64.22692,2082,70,1332,559,1563,6308,7959,5.8043118,1230,1206,12.98027,"213051467",49.96103,2175
1598,3922,2639,1110,569,81.05558,68.01471,460,"Werribee - West",3179,65.206505,9099,106,4608,1632,4491,66.15693,56.126484,783,7911,80.731544,85.63433,1608,73.54317,1377,61,1042,426,1236,3989,5818,9.854604,759,619,18.629173,"213051468",58.748405,1531
592,1142,687,196,490,81.69878,64.68647,123,"Rushworth",933,61.148647,3146,112,1514,303,1632,64.62841,44.04762,200,2205,69.84127,82.69231,312,73.46939,258,55,362,74,440,1063,1620,12.195122,168,451,22.857143,"216011410",61.5,630
2450,6472,4678,2141,968,81.87577,71.36667,738,"Carrum Downs",5299,67.79592,15355,146,7915,3000,7440,69.956635,61.92401,1243,13159,81.07536,87.199165,2867,75.81883,2500,110,1661,766,1915,6687,9977,8.957655,1237,1228,15.082644,"214011370",59.372486,2362
2855,6753,4859,2082,1501,76.21798,70.05383,714,"Frankston",5147,62.732048,17330,214,9076,2972,8254,67.39251,58.857555,1257,13963,70.04236,82.78717,2899,71.66082,2400,172,1791,814,1819,7210,10006,9.217578,1383,1866,14.257162,"214011371",56.80191,2597
921,1772,1190,367,779,79.17607,68.98496,163,"Yarriambiack",1403,67.535286,5099,163,2548,532,2551,69.02552,43.542435,320,3496,70.14768,81.74603,504,74.17048,412,83,622,118,665,1724,2593,10.072816,271,824,20.924261,"215011394",50.9375,948
936,2055,1529,544,522,84.52555,78.61272,252,"Irymple",1737,74.893166,5084,112,2507,692,2577,76.83417,63.25967,447,4045,83.42189,88.15592,667,80.74165,588,55,701,229,785,1990,3266,10.638298,362,517,21.455938,"215021395",56.37584,941
648,1365,958,314,383,76.337,68.70897,143,"Merbein",1042,68.82716,3546,70,1798,457,1748,69.62209,55.35055,267,2741,73.38461,78.57143,448,72.96607,352,48,446,150,477,1376,2000,11.374408,271,422,18.276762,"215021396",53.558052,650
2185,5498,3437,1606,1462,73.299385,64.163,514,"Frankston North",4030,55.560642,14511,176,7551,2503,6960,60.414837,47.652348,1031,11187,68.69523,79.94198,2413,66.747116,1929,140,1214,477,1411,5689,7467,7.518797,1001,1862,12.038303,"214011372",49.85451,2054
130,387,236,90,59,74.16021,68.181816,39,"Berrimah",287,63.076923,861,19,415,132,446,62.59947,46.086956,106,764,81.159424,81.818184,143,68.4555,117,11,82,53,112,377,523,28.947369,115,38,32.20339,"701021012",36.792454,138
1547,3435,2510,924,1040,81.659386,73.74302,491,"Colac",2805,67.80866,9339,156,4864,1253,4475,72.52239,65.35552,712,6896,74.31059,84.31227,1345,77.07367,1134,105,1049,432,1024,3461,5315,7.483963,661,1403,15.0,"217031472",68.96067,1378
744,1544,1184,385,525,94.36529,76.388885,159,"Colac Region",1457,73.52151,3974,196,1905,504,2069,79.51646,58.091286,260,3033,80.719795,93.67589,506,87.0755,474,112,547,140,628,1489,2641,26.923077,241,416,37.333332,"217031473",61.153847,778
729,1473,1066,330,532,84.657166,71.58351,186,"Corangamite - North",1247,70.37037,4035,144,2030,461,2005,74.49336,55.601658,303,2904,75.370125,83.60656,427,79.64876,357,89,513,134,560,1431,2313,14.858097,241,599,27.067669,"217031474",61.38614,743
981,2108,1573,483,596,89.2315,75.0,258,"Corangamite - South",1881,76.35066,5328,185,2624,644,2704,78.258705,58.701298,431,4118,83.0059,89.984825,659,83.87567,593,115,749,226,845,2010,3454,18.729641,385,614,31.040268,"217031475",59.86079,1018
2535,5171,4268,1553,1584,87.23651,80.34144,653,"Frankston South",4511,73.92505,14229,274,7474,1933,6755,77.911644,64.25742,1087,10649,84.90648,91.42857,1785,82.43967,1632,192,1874,649,1952,5478,8779,9.619239,1010,1996,17.29798,"214011373",60.073597,2299
3329,7496,6147,2449,1316,87.11313,79.0,1074,"Langwarrin",6530,73.44548,18310,254,9498,3100,8812,76.29391,67.99754,1573,15553,84.954865,90.757164,2932,81.50839,2661,146,2445,1107,2541,8057,12677,10.131853,1628,1441,19.30091,"214011374",68.277176,2991
557,984,769,227,363,84.756096,74.18301,78,"Otway",834,73.24955,2698,98,1351,306,1347,78.790985,65.486725,135,1960,72.71095,86.64384,292,81.78571,253,60,408,74,405,976,1603,16.0,113,375,26.997246,"217031476",57.77778,557
868,1962,1394,492,499,89.85729,76.16099,212,"Moyne - East",1763,71.31336,4804,168,2343,646,2461,75.310646,50.14837,338,3813,81.72157,89.897514,683,82.7957,614,114,619,169,769,1851,3157,23.170732,337,492,33.667336,"217041477",62.721893,941
1348,2604,2058,737,834,88.47926,76.770836,255,"Moyne - West",2304,72.10683,7034,207,3596,960,3438,75.661766,57.281555,439,5324,81.03586,90.65934,910,81.93088,825,113,972,236,1017,2720,4362,12.899544,412,876,24.820145,"217041478",58.08656,1255
2717,5994,4821,1862,1492,83.91725,75.32362,923,"Warrnambool - North",5030,71.58631,15795,233,8309,2472,7486,74.146416,66.56512,1376,12496,80.103134,87.73461,2291,78.83323,2010,140,1945,874,1864,6502,9851,7.7476482,1313,1807,15.616622,"217041479",67.07849,2327
1675,3648,2917,1121,1039,82.42873,77.04467,510,"Warrnambool - South",3007,70.86567,9936,157,5249,1455,4687,75.3552,68.151146,769,7519,77.762985,85.112564,1377,78.78707,1172,104,1187,505,1168,3871,5924,7.5471697,741,1378,15.110683,"217041480",66.31989,1502
2019,5005,3650,1742,1146,79.56044,74.09613,407,"Seaford (Vic.)",3982,67.211494,12682,150,6531,2351,6151,71.5967,56.868134,762,10103,73.17814,87.29598,2267,75.541916,1979,137,1357,414,1446,5098,7632,9.560363,728,1433,13.089005,"214011375",53.412075,1976
1624,4184,3269,1516,488,86.30497,76.72065,441,"Skye - Sandhurst",3611,71.92118,9617,138,4945,1976,4672,73.70913,59.64072,772,8619,86.09894,91.29477,1815,79.82365,1657,87,1168,498,1375,4435,6880,17.058823,835,510,28.278688,"214011376",57.12435,1597
1585,2820,2249,775,1410,85.74468,74.51923,277,"Dromana",2418,65.1735,8806,243,4576,1040,4230,72.853905,65.800865,463,5907,76.10748,86.734695,980,79.00796,850,137,1033,304,1048,3087,4667,9.200806,462,1489,17.234043,"214021377",59.827213,1377
896,1450,1133,269,630,92.06896,72.50674,150,"Flinders",1335,69.64286,4217,194,2137,371,2080,76.81356,59.134617,262,2925,82.30501,86.32219,329,84.37607,284,117,624,123,707,1475,2468,17.673716,208,662,30.793652,"214021378",57.251907,859
2809,6561,4390,1697,1794,81.90825,69.152405,1205,"Hastings - Somers",5374,63.830544,16778,256,8423,2454,8355,68.19947,62.0954,1638,12998,74.14126,85.42024,2332,75.11925,1992,171,1793,729,1921,6437,9764,8.610271,1174,1986,14.269788,"214021379",73.56532,2591
3071,5970,5097,2011,2705,85.02512,78.58539,623,"Mornington",5076,69.16314,19076,376,10401,2559,8675,75.91599,63.099632,1087,12684,78.78903,88.96766,2257,80.20341,2008,278,2124,684,2069,6714,10173,7.540005,1084,3687,13.900185,"214021380",57.31371,2626
2589,4858,3987,1262,1597,88.719635,75.56886,567,"Mount Eliza",4310,73.85091,13507,382,7052,1670,6455,76.17501,57.53846,1068,10092,87.15481,91.28571,1400,82.21364,1278,252,1912,561,2083,5234,8297,13.861386,975,1818,23.91985,"214021381",53.08989,2390
2568,4978,4181,1541,1626,88.34873,80.01038,612,"Mount Martha",4398,73.98754,13922,271,7318,1926,6604,77.815,62.34357,1009,10351,85.70806,92.47312,1674,82.88088,1548,192,1900,548,1967,5373,8579,9.871466,879,1945,16.666666,"214021382",60.654114,2295
2269,4200,3207,1147,2353,84.42857,72.093025,400,"Point Nepean",3546,63.816658,13344,415,6791,1591,6553,72.08361,61.29032,642,8649,71.550095,84.39667,1442,78.07839,1217,251,1448,361,1514,4449,6753,10.717336,589,2342,17.637058,"214021383",62.305298,2116
356,1226,866,417,165,83.93149,79.885056,182,"Brinkin - Nakara",1029,78.08989,2636,45,1245,522,1391,79.15905,63.88889,286,2320,85.55241,85.17888,587,81.68104,500,33,278,138,302,1094,1895,21.854305,216,151,27.272728,"701021013",63.636364,353
2652,4888,3676,1366,2828,78.31424,71.44351,549,"Rosebud - McCrae",3828,59.84163,16635,290,8919,1912,7716,68.40343,61.851852,866,10262,67.84314,82.91836,1727,73.124146,1432,222,1587,501,1557,5374,7504,6.2623415,810,3545,10.254597,"214021384",63.39492,2295
987,2147,1566,639,667,74.47601,69.45652,247,"Mooroopna",1599,62.512665,5922,96,3108,920,2814,66.92308,56.35104,467,4487,68.91734,80.876976,821,70.53711,664,66,617,244,592,2340,3165,8.59375,433,768,14.392803,"216031415",52.890793,859
2627,5469,4499,1661,1219,87.675995,78.31212,797,"Somerville",4795,73.277504,13995,285,7307,2121,6688,76.2801,64.08696,1194,11367,82.96774,91.48718,1950,81.763,1784,176,1925,737,1929,5898,9294,12.491129,1150,1409,23.37982,"214021385",66.75042,2325
2623,6454,4381,1743,1679,75.62752,64.46006,726,"Shepparton - South",4881,66.26001,16789,286,8656,2704,8133,64.942184,52.642708,1377,13200,74.53061,77.76932,2627,70.166664,2043,153,1738,747,1826,6746,9262,8.010471,1419,1910,17.033949,"216031417",52.723312,2450
549,1214,927,278,309,88.96211,73.93617,130,"Shepparton Region - East",1080,81.056465,2894,116,1371,376,1523,81.67401,62.38095,245,2349,83.78378,89.655174,377,85.44061,338,73,445,131,496,1135,2007,30.932203,210,236,37.540455,"216031418",53.061226,592
1328,3076,2007,759,843,77.04811,73.83269,305,"Shepparton Region - West",2370,67.77109,7572,184,3653,1028,3919,71.29662,55.337692,548,5891,75.52498,73.06016,1147,74.29978,838,94,900,254,1043,2815,4377,11.217184,459,838,21.826809,"216031419",55.656933,1381
1334,2452,1766,516,914,84.74715,69.63563,260,"Glenelg (Vic.)",2078,68.14093,6702,231,3336,741,3366,72.555466,57.103065,431,4886,75.2193,85.45176,653,78.67376,558,136,909,205,1029,2434,3844,15.077605,359,902,25.273523,"217011420",60.324825,1368
1373,2711,2150,757,949,82.66322,76.54196,361,"Hamilton (Vic.)",2241,70.13838,7806,175,4146,989,3660,73.705864,58.73874,634,5628,79.32526,85.55917,921,78.020615,788,104,963,326,917,2917,4391,8.462164,555,1229,18.440464,"217011421",56.940063,1156
1506,3105,2071,752,957,76.45733,67.87003,334,"Portland",2374,61.35458,8266,151,4204,1108,4062,65.60025,55.43278,607,6262,71.74797,81.21331,1022,70.98371,830,94,924,301,1059,3157,4445,8.978032,543,1047,15.778475,"217011422",55.02471,1476
914,1702,1337,418,590,92.0094,76.0,133,"Southern Grampians",1566,74.39825,4591,224,2299,550,2292,79.11243,49.115044,252,3392,79.806656,89.788055,519,85.583725,466,128,680,111,743,1690,2903,21.018063,226,609,37.966103,"217011423",52.77778,931
2237,5155,4024,1687,894,83.10378,76.64698,673,"Alexandra Hills",4284,70.89852,12531,143,6482,2201,6049,74.312096,66.22313,1068,10570,80.07988,89.443375,2084,78.59981,1864,104,1586,647,1604,5415,8308,9.746954,977,1067,15.995525,"301011001",63.01498,2003
1089,2297,1869,694,466,85.37222,81.55112,314,"Belmont - Gumdale",1961,71.99265,5623,113,2860,851,2763,76.72414,66.53226,527,4733,83.944496,90.275955,761,80.92119,687,61,784,330,847,2436,3830,14.386792,496,424,24.248926,"301011002",59.582542,1009
1035,2814,1547,550,855,60.412224,73.333336,287,"Ararat",1700,65.60387,6751,99,3082,750,3669,71.09375,60.869564,477,4990,58.72757,53.465347,1111,65.07014,594,80,679,238,720,2176,3247,8.830022,391,906,11.578947,"215011386",60.167713,1226
421,840,631,214,339,93.57143,77.53623,58,"Ararat Region",786,70.30879,2256,134,1077,276,1179,79.77244,60.638298,105,1631,77.440346,86.49635,274,86.87921,237,64,296,57,357,791,1417,22.377623,94,286,39.528023,"215011387",55.238094,461
520,1028,732,232,439,84.04669,69.66967,141,"Rochester",864,68.46154,2967,83,1500,333,1467,70.317,51.595745,224,2069,76.459145,85.17242,290,77.13872,247,47,356,97,393,1041,1596,10.239652,188,459,18.906607,"216011409",62.94643,514
2018,4460,3602,1398,1354,84.23767,74.08585,594,"Horsham",3757,72.15064,12399,250,6585,1887,5814,74.57557,64.432434,920,9290,77.29994,87.66882,1703,79.21421,1493,152,1456,596,1420,4830,7359,8.660969,925,1755,18.463812,"215011388",64.565216,1837
480,1075,775,251,294,91.62791,73.17784,115,"Horsham Region",985,77.916664,2620,112,1251,343,1369,79.650566,61.333332,185,2048,83.185844,88.61539,325,85.9375,288,58,374,92,470,973,1760,20.86331,150,278,38.095238,"215011389",62.162163,565
983,1922,1307,402,783,81.685745,68.71795,194,"Nhill Region",1570,67.1414,5437,170,2732,585,2705,69.63239,51.779934,351,3799,71.8107,84.808014,599,75.73045,508,85,660,160,698,1877,2877,9.941521,309,855,21.711367,"215011390",55.270657,972
498,931,679,203,423,83.13641,73.02158,97,"St Arnaud",774,65.86346,2720,99,1366,278,1354,73.64425,61.643837,156,1853,71.88119,79.62963,270,78.41338,215,58,328,90,363,922,1453,13.063063,146,444,23.404255,"215011391",62.179485,505
1161,2270,1611,552,818,78.85462,70.05076,244,"Stawell",1790,65.28854,6323,151,3235,788,3088,69.349976,56.149734,422,4593,72.509224,79.71204,764,74.04746,609,91,758,210,786,2323,3401,9.97807,374,912,18.459658,"215011392",57.819904,1084
386,780,579,177,316,92.17949,74.36975,75,"West Wimmera",719,73.31606,2124,118,1028,238,1096,79.53297,47.115383,131,1508,76.77725,88.986786,227,86.07427,202,70,283,49,324,728,1298,23.333334,104,300,37.341774,"215011393",57.251907,422
1749,3948,3047,1272,1106,76.84904,72.35495,450,"Mildura - South",3034,64.493996,10869,150,5815,1758,5054,69.80527,59.67366,812,8313,71.30215,84.04118,1554,73.15049,1306,135,1128,512,1128,4365,6081,9.310345,858,1450,13.562387,"215021470",55.41872,1582
831,1614,1114,346,728,84.82032,71.19341,150,"Buloke",1369,68.83273,4676,169,2334,486,2342,71.685974,43.459915,286,3168,76.8614,83.2967,455,78.377525,379,93,572,103,671,1554,2483,11.923077,237,780,23.214285,"215031400",52.44755,873
929,1802,1291,402,830,88.124306,71.78571,199,"Gannawarra",1588,67.169,5210,200,2578,560,2632,72.446686,49.829353,336,3584,77.68332,87.2381,525,80.32924,458,119,624,146,731,1782,2879,14.949749,293,796,24.096386,"215031401",59.22619,941
490,983,725,231,430,80.46796,69.36937,111,"Kerang",791,71.83673,2986,65,1573,333,1413,72.86432,56.395348,191,1978,75.266525,81.11455,323,76.643074,262,45,352,97,353,995,1516,7.785467,172,578,15.116279,"215031402",58.115185,469
336,907,520,208,204,76.957,56.06469,76,"Robinvale",698,60.11905,2181,56,1070,371,1111,60.324825,50.322582,159,1769,76.98412,74.324326,370,68.85246,275,32,202,78,291,862,1218,15.384615,155,208,27.450981,"215031403",47.79874,378
1180,2959,2223,893,825,82.52788,72.6607,409,"Swan Hill",2442,73.55932,7910,125,4126,1229,3784,73.39056,62.903225,626,5988,78.61525,84.81544,1192,77.905815,1011,72,868,390,897,3029,4665,6.5633545,620,1097,15.151515,"215031404",65.335464,1141
825,1796,1193,387,525,83.29621,70.36364,197,"Swan Hill Region",1496,67.757576,4482,138,2161,550,2321,71.35168,53.535355,327,3468,75.24324,85.47794,544,77.53748,465,88,559,159,696,1672,2689,17.99591,297,489,26.285715,"215031405",60.244648,925
1946,3899,3225,1221,1326,82.021034,78.622025,504,"Echuca",3198,71.3258,11041,181,5816,1553,5225,75.84666,66.002655,802,8151,78.30409,84.64311,1387,78.80015,1174,119,1388,497,1339,4252,6423,7.6086955,753,1564,13.650075,"216011406",62.84289,1710
1375,2972,2131,796,1070,82.637955,72.76051,346,"Kyabram",2456,70.03636,8190,192,4148,1094,4042,71.72669,51.39442,637,5943,79.84849,85.12315,1015,77.18324,864,114,963,258,1054,2971,4587,9.685641,502,1177,17.943926,"216011407",54.317112,1320
542,1125,819,247,307,88.8,70.170456,135,"Lockington - Gunbower",999,75.46126,2790,97,1358,352,1432,75.20661,59.48718,212,2214,79.79798,91.84953,319,82.11382,293,47,409,116,474,1089,1818,17.472118,195,269,31.59609,"216011408",63.679245,594
739,1607,1091,406,734,79.02924,68.35017,181,"Cobram",1270,61.975643,4786,89,2445,594,2341,65.92145,54.968945,301,3262,73.18436,80.67796,590,72.37891,476,50,458,177,524,1655,2361,6.329114,322,790,12.12534,"216021411",60.13289,716
392,750,539,153,260,86.26667,68.0,88,"Moira",647,70.408165,1962,66,952,225,1010,73.03523,50.413223,151,1488,78.32513,90.67358,193,79.7043,175,49,276,61,318,738,1186,22.897196,121,214,25.384615,"216021412",58.278145,406
1660,3488,2517,870,1170,82.94151,73.417725,439,"Numurkah",2893,67.89156,9328,245,4670,1185,4658,72.34837,58.201893,718,6967,75.42476,86.09626,1122,77.65179,966,151,1127,369,1243,3479,5410,12.678421,634,1191,20.94017,"216021413",61.142063,1648
946,1832,1369,521,995,80.29476,75.947525,220,"Yarrawonga",1471,62.262157,5897,82,3070,686,2827,71.006226,65.202705,347,3760,71.52859,88.535034,628,75.53191,556,66,589,193,613,1928,2840,5.7793345,296,1142,8.241206,"216021414",63.400578,857
453,853,660,231,414,86.63541,71.51703,113,"Camperdown",739,63.79691,2677,79,1410,323,1267,71.895424,59.859154,157,1771,75.60976,82.867134,286,78.99492,237,55,289,85,310,918,1399,11.178862,142,492,19.082125,"217031471",71.974525,410
1027,2301,1970,797,465,87.52716,83.020836,331,"McDowall",2014,74.975655,5755,91,2989,960,2766,79.435486,69.77688,524,4781,86.18421,93.17919,865,83.32985,806,59,770,344,786,2480,3984,11.591355,493,509,19.569893,"302011026",63.16794,912
2027,4509,3539,1383,1032,84.38678,79.118996,580,"Birkdale",3805,71.92896,11337,154,5796,1748,5541,76.4528,68.266975,955,9138,82.88,90.3514,1679,80.3677,1517,115,1458,583,1554,4629,7344,9.854327,854,1167,14.922481,"301011003",60.732983,1875
2387,5624,4290,1770,1128,83.49929,77.56354,736,"Capalaba",4696,70.21365,13817,209,7065,2282,6752,74.505035,64.00367,1173,11382,79.633865,88.74669,2266,78.94922,2011,147,1676,697,1740,5758,8986,11.24713,1089,1307,18.528368,"301011004",62.7451,2185
527,1150,918,391,265,80.695656,79.31035,117,"Thorneside",928,69.259964,2920,34,1505,493,1415,75.68013,65.28497,199,2363,74.784485,88.295685,487,78.12103,430,36,365,126,347,1213,1846,12.328767,193,292,12.830189,"301011005",58.79397,464
1787,3620,2936,1022,756,83.64641,80.7267,495,"Wellington Point",3028,73.13934,8994,121,4618,1266,4376,77.36495,69.94609,827,7415,84.121216,89.5888,1143,80.43156,1024,88,1307,519,1388,3795,5964,10.692588,742,823,16.005291,"301011006",59.854897,1650
2260,4052,3199,1052,1498,83.687065,74.98218,540,"Cleveland",3391,66.37168,11877,246,6327,1403,5550,72.244804,66.27451,850,8480,77.714584,86.908516,1268,77.712265,1102,140,1500,507,1503,4428,6590,7.372301,765,1899,16.421896,"301021007",63.52941,1934
885,1661,1362,442,507,84.467186,78.64769,203,"Ormiston",1403,72.99435,4632,82,2464,562,2168,76.1745,63.636364,368,3449,84.07079,90.239044,502,80.16817,453,57,646,217,665,1788,2765,8.431952,341,676,16.17357,"301021008",55.163044,791
2008,4604,3591,1490,1040,83.514336,77.56377,559,"Redland Bay",3845,70.41833,11513,146,5869,1921,5644,74.78134,66.55212,934,9406,81.922676,89.52164,1756,79.05592,1572,106,1414,581,1568,4802,7436,9.934396,873,1067,14.038462,"301021009",59.850105,1914
933,2520,2057,1014,352,88.531746,82.77551,269,"Sheldon - Mount Cotton",2231,76.20579,5771,83,2899,1225,2872,79.60526,66.901405,438,5104,86.819176,92.95533,1164,84.01254,1082,47,711,285,797,2584,4288,14.920635,426,315,23.579546,"301021011",61.415524,918
2013,4502,3685,1397,923,85.251,80.24124,656,"Thornlands",3838,75.80725,11205,128,5780,1741,5425,77.84115,70.0,1044,9236,86.24734,90.77118,1582,81.45301,1436,76,1526,686,1618,4734,7523,7.2657743,980,1046,13.867823,"301021012",62.83525,1876
2054,4002,3257,1140,1502,83.88306,75.69721,551,"Victoria Point",3357,70.74002,11832,170,6328,1506,5504,73.804665,66.00234,877,8415,80.44853,89.24964,1386,78.59774,1237,101,1453,563,1399,4413,6614,5.2741513,853,1915,11.318242,"301021013",62.827824,1739
1476,2294,1217,321,1353,55.754143,51.442307,124,"Redland Islands",1279,45.799458,7296,133,3649,624,3647,51.306915,40.441177,300,4666,48.55532,57.913044,575,53.493355,333,110,676,110,689,2372,2496,8.613939,272,1277,9.830008,"301021527",41.333332,1419
0,0,0,0,0,0.0,0.0,0,"Brisbane Port - Lytton",0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,"301031014",0.0,0
1179,3007,2610,1314,466,85.00166,82.69352,296,"Wavell Heights",2556,76.505516,7376,75,3903,1589,3473,79.64602,66.40472,472,6284,80.32201,90.82569,1417,82.208786,1287,56,902,338,898,3277,5166,8.945687,509,626,16.094421,"302021034",62.711864,1118
1121,2221,1748,647,557,82.845566,77.39234,242,"Manly - Lota",1840,72.52453,5761,109,2983,836,2778,74.957115,61.333332,399,4553,77.35322,87.98398,749,78.80518,659,58,813,230,830,2332,3588,8.90937,375,651,19.56912,"301031015",60.65163,1073
1476,3296,2803,1211,733,84.40534,80.1456,395,"Manly West",2782,72.76423,8621,120,4592,1511,4029,76.29287,66.08443,657,6970,82.75352,89.20808,1288,80.12913,1149,64,1074,454,1118,3674,5585,6.971678,687,918,16.371078,"301031016",60.121765,1351
820,2077,1584,734,381,81.415504,77.019936,221,"Daisy Hill",1691,69.63415,5005,83,2547,953,2458,73.537605,58.267715,421,4231,78.589745,88.35616,876,77.40487,774,57,571,222,613,2154,3275,14.503817,381,393,21.784777,"311061329",52.49406,780
486,1388,1064,527,130,84.293945,80.70444,153,"Murarrie",1170,73.45679,3066,27,1548,653,1518,76.934204,63.52459,241,2771,80.81264,89.77273,704,80.62071,632,25,357,155,358,1383,2234,15.151515,244,165,20.76923,"301031017",63.485477,443
985,2684,2290,1199,261,88.85991,81.56463,244,"Wakerley",2385,77.56345,6124,68,3179,1470,2945,79.1019,66.13636,418,5579,88.0,94.11309,1291,83.79638,1215,36,764,291,858,2895,4675,12.676056,440,284,26.05364,"301031019",58.373207,975
1287,3456,3003,1471,435,86.08218,84.00914,399,"Camp Hill",2975,76.845375,8166,81,4275,1751,3891,80.552574,68.985504,668,7184,84.22819,93.42105,1596,83.21269,1491,67,989,476,1004,3728,5978,12.248629,690,547,18.62069,"303011047",59.730537,1192
1087,2725,2232,1048,504,84.477066,81.93902,308,"Tingalpa",2302,74.24103,6686,81,3457,1279,3229,78.26087,64.609055,501,5577,78.703705,91.69329,1252,81.29819,1148,63,807,314,765,2852,4534,10.413223,486,605,16.071428,"301031018",61.477047,972
1777,4045,3099,1299,854,81.55748,76.366844,433,"Wynnum",3299,72.20034,10207,110,5308,1701,4899,74.53102,63.67647,705,8203,77.24484,88.62314,1547,77.99586,1371,84,1283,433,1385,4158,6398,7.304348,680,1150,12.880562,"301031020",61.418438,1793
119,274,241,103,57,91.240875,79.23077,26,"Eagle Farm - Pinkenba",250,77.31092,680,15,349,130,331,78.75817,64.91228,38,580,82.64463,94.78261,115,84.655174,109,9,92,37,100,306,491,20.930233,57,43,26.31579,"302031037",68.42105,121
1751,4406,3497,1667,944,82.36496,78.63207,534,"Wynnum West - Hemmant",3629,71.10223,11193,131,5843,2120,5350,75.07514,63.27827,898,9064,79.16145,88.95288,1910,78.61871,1699,87,1245,498,1265,4658,7126,7.341772,787,1185,13.877119,"301031021",59.465477,1598
850,2298,1781,896,417,80.89643,79.7153,248,"Bald Hills",1859,68.0,5544,44,2829,1124,2715,74.86339,63.45679,433,4677,77.29988,89.49416,1028,77.82767,920,50,578,257,647,2379,3640,11.111111,405,450,10.551558,"302011022",57.274826,837
1237,4394,3543,2005,468,85.434685,82.23954,540,"Nundah",3754,71.78658,9891,86,5029,2438,4862,79.403854,75.0953,752,8856,76.72269,90.33442,2452,82.39612,2215,59,888,591,913,4462,7297,10.405643,787,567,18.376068,"302031040",71.80851,1190
1280,2490,2012,666,583,85.58233,79.66507,335,"Bridgeman Downs",2131,71.875,6436,141,3363,836,3073,75.07462,61.17021,581,5170,84.0106,90.60489,777,80.1354,704,81,920,345,951,2680,4143,11.859444,564,683,24.18525,"302011023",57.659206,1132
1085,2552,2123,960,769,85.46238,81.14962,299,"Carseldine",2181,70.87558,7207,117,3886,1183,3321,77.171936,67.49483,489,5303,79.48164,90.50132,1137,81.161606,1029,68,769,326,736,2751,4304,5.9911895,483,1135,15.214564,"302011024",61.145195,926
790,2121,1810,894,312,82.50825,79.396095,259,"Carina Heights",1750,68.6076,5241,59,2808,1126,2433,76.37131,70.92511,429,4491,77.0206,89.16117,1061,79.26965,946,52,542,322,486,2370,3560,11.872146,454,438,18.910257,"303011050",60.37296,631
921,2737,2352,1194,577,86.29887,82.458565,358,"Everton Park",2362,73.832794,6989,97,3675,1448,3314,79.864174,72.22222,527,5682,78.4689,91.048035,1374,82.963745,1251,62,680,416,656,2945,4714,8.493151,576,730,16.811092,"302011025",67.93169,836
